10.9, 2056, 2, LTS, IV
103.7, 1213, 1, RS, IV
103.7, 1227, 1, RS, IV
103.7, 1234, 1, RS, IV
103.7, 1240, 1, RS, IV
103.7, 1252, 1, RS, IV
103.7, 1257, 1, RS, IV
103.7, 1261, 1, RS, IV
103.7, 1265, 1, RS, IV
103.7, 1270, 1, FS, IV
103.7, 1282, 1, FS, IV
103.7, 1288, 1, FS, IV
103.8, 1121, 1, FS, V
103.8, 1127, 1, FS, V
103.8, 1135, 1, FS, V
103.8, 1206, 1, RS, IV
103.8, 1209, 1, RS, IV
103.8, 1214, 1, RS, IV
103.8, 1219, 1, RS, IV
103.8, 1223, 1, RS, IV
103.8, 1237, 1, RS, IV
103.8, 1246, 1, RS, IV
103.8, 1275, 1, FS, IV
103.8, 1277, 1, FS, IV
103.9, 1129, 1, FS, V
103.9, 1141, 1, FS, V
103.9, 1146, 1, FS, V
103.9, 1197, 1, RS, IV
103.9, 1200, 1, RS, IV
103.9, 1211, 1, RS, IV
103.9, 1215, 1, RS, IV
103.9, 1247, 1, RS, IV
103.9, 1248, 1, RS, IV
103.9, 1262, 1, RS, IV
103.9, 1263, 1, RS, IV
103.9, 1267, 1, FS, IV
103.9, 1273, 1, FS, IV
103.9, 1281, 1, FS, IV
103.9, 1285, 1, FS, IV
103.9, 1289, 1, FS, IV
103.9, 3577, 4, LTS, IV
104, 457, 0, RS, IV
104, 1112, 1, FS, V
104, 1117, 1, FS, V
104, 1128, 1, FS, V
104, 1133, 1, FS, V
104, 1136, 1, FS, V
104, 1137, 1, FS, V
104, 1232, 1, RS, IV
104, 1242, 1, RS, IV
104, 1256, 1, RS, IV
104, 1274, 1, FS, IV
104.1, 1235, 1, RS, IV
104.1, 1283, 1, FS, IV
104.1, 1284, 1, FS, IV
104.2, 450, 0, RS, IV
104.2, 1111, 1, FS, V
104.2, 1116, 1, FS, V
104.2, 1118, 1, FS, V
104.2, 1122, 1, FS, V
104.2, 1132, 1, FS, V
104.2, 1210, 1, RS, IV
104.2, 1224, 1, RS, IV
104.2, 1229, 1, RS, IV
104.2, 1241, 1, RS, IV
104.2, 1251, 1, RS, IV
104.2, 1271, 1, FS, IV
104.2, 1955, 2, RS, IV
104.3, 1125, 1, FS, V
104.3, 1226, 1, RS, IV
104.4, 448, 0, RS, IV
104.4, 1123, 1, FS, V
104.4, 1131, 1, FS, V
104.4, 1134, 1, FS, V
104.4, 1143, 1, FS, V
104.4, 1145, 1, FS, V
104.4, 1269, 1, FS, IV
104.5, 1126, 1, FS, V
104.6, 503, 0, RS, IV
104.6, 1140, 1, FS, V
104.6, 1276, 1, FS, IV
104.6, 1969, 2, RS, IV
104.7, 445, 0, RS, IV
104.7, 497, 0, RS, IV
104.7, 1996, 2, RS, IV
104.8, 472, 0, RS, IV
104.8, 1144, 1, FS, V
104.8, 2014, 2, RS, IV
104.9, 476, 0, RS, IV
104.9, 480, 0, RS, IV
104.9, 500, 0, RS, IV
105, 474, 0, RS, IV
105, 2026, 2, RS, IV
105.1, 433, 0, RS, IV
105.1, 1956, 2, RS, IV
105.2, 452, 0, RS, IV
105.2, 467, 0, RS, IV
105.3, 485, 0, RS, IV
105.3, 1972, 2, RS, IV
105.3, 1991, 2, RS, IV
105.4, 1997, 2, RS, IV
105.5, 460, 0, RS, IV
105.5, 504, 0, RS, IV
105.6, 455, 0, RS, IV
105.7, 446, 0, RS, IV
105.8, 2009, 2, RS, IV
105.9, 438, 0, RS, IV
105.9, 1979, 2, RS, IV
105.9, 1986, 2, RS, IV
106, 475, 0, RS, IV
106.1, 1280, 1, FS, IV
106.1, 1973, 2, RS, IV
106.1, 1992, 2, RS, IV
106.2, 439, 0, RS, IV
106.2, 451, 0, RS, IV
106.2, 492, 0, RS, IV
106.2, 1278, 1, FS, IV
106.2, 1287, 1, FS, IV
106.2, 1967, 2, RS, IV
106.3, 506, 0, FS, IV
106.3, 1268, 1, FS, IV
106.3, 1272, 1, FS, IV
106.3, 2025, 2, RS, IV
106.4, 434, 0, RS, IV
106.4, 469, 0, RS, IV
106.4, 491, 0, RS, IV
106.4, 510, 0, FS, IV
106.4, 511, 0, FS, IV
106.4, 520, 0, FS, IV
106.4, 524, 0, FS, IV
106.4, 1266, 1, FS, IV
106.4, 1961, 2, RS, IV
106.4, 2019, 2, RS, IV
106.4, 2044, 2, FS, IV
106.5, 507, 0, FS, IV
106.5, 514, 0, FS, IV
106.5, 1279, 1, FS, IV
106.5, 1286, 1, FS, IV
106.5, 2032, 2, FS, IV
106.6, 505, 0, FS, IV
106.6, 509, 0, FS, IV
106.6, 1270, 1, FS, IV
106.6, 1282, 1, FS, IV
106.6, 1288, 1, FS, IV
106.6, 1371, 1, RS, III
106.6, 1494, 1, FS, III
106.6, 2048, 2, FS, IV
106.7, 464, 0, RS, IV
106.7, 487, 0, RS, IV
106.7, 518, 0, FS, IV
106.7, 519, 0, FS, IV
106.7, 521, 0, FS, IV
106.7, 525, 0, FS, IV
106.7, 526, 0, FS, IV
106.7, 1039, 1, RS, V
106.7, 1275, 1, FS, IV
106.7, 1277, 1, FS, IV
106.7, 1495, 1, FS, III
106.7, 2007, 2, RS, IV
106.7, 2027, 2, FS, IV
106.7, 2034, 2, FS, IV
106.7, 2036, 2, FS, IV
106.7, 2037, 2, FS, IV
106.8, 508, 0, FS, IV
106.8, 512, 0, FS, IV
106.8, 515, 0, FS, IV
106.8, 516, 0, FS, IV
106.8, 1267, 1, FS, IV
106.8, 1273, 1, FS, IV
106.8, 1281, 1, FS, IV
106.8, 1285, 1, FS, IV
106.8, 1289, 1, FS, IV
106.8, 1505, 1, FS, III
106.8, 1998, 2, RS, IV
106.8, 2022, 2, RS, IV
106.8, 2029, 2, FS, IV
106.8, 2030, 2, FS, IV
106.8, 2033, 2, FS, IV
106.8, 2039, 2, FS, IV
106.9, 513, 0, FS, IV
106.9, 517, 0, FS, IV
106.9, 523, 0, FS, IV
106.9, 528, 0, FS, IV
106.9, 1274, 1, FS, IV
106.9, 1463, 1, RS, III
106.9, 2031, 2, FS, IV
106.9, 2041, 2, FS, IV
106.9, 2043, 2, FS, IV
106.9, 2045, 2, FS, IV
107, 522, 0, FS, IV
107, 1283, 1, FS, IV
107, 1284, 1, FS, IV
107, 1315, 1, RS, III
107, 1469, 1, RS, III
107, 1496, 1, FS, III
107, 1511, 1, FS, III
107, 1974, 2, RS, IV
107, 2042, 2, FS, IV
107.1, 465, 0, RS, IV
107.1, 527, 0, FS, IV
107.1, 1271, 1, FS, IV
107.1, 1330, 1, RS, III
107.1, 1387, 1, RS, III
107.1, 1396, 1, RS, III
107.1, 1452, 1, RS, III
107.1, 1457, 1, RS, III
107.1, 2035, 2, FS, IV
107.1, 2040, 2, FS, IV
107.1, 2046, 2, FS, IV
107.1, 2047, 2, FS, IV
107.1, 2049, 2, FS, IV
107.2, 1359, 1, RS, III
107.2, 1430, 1, RS, III
107.2, 1438, 1, RS, III
107.2, 1453, 1, RS, III
107.2, 1476, 1, RS, III
107.2, 1982, 2, RS, IV
107.2, 2028, 2, FS, IV
107.2, 2038, 2, FS, IV
107.3, 1269, 1, FS, IV
107.3, 1342, 1, RS, III
107.3, 1497, 1, FS, III
107.3, 1507, 1, FS, III
107.3, 2010, 2, RS, IV
107.4, 1349, 1, RS, III
107.4, 1352, 1, RS, III
107.4, 1363, 1, RS, III
107.4, 1407, 1, RS, III
107.4, 1409, 1, RS, III
107.4, 1423, 1, RS, III
107.4, 1484, 1, FS, III
107.4, 1485, 1, FS, III
107.4, 1493, 1, FS, III
107.4, 1510, 1, FS, III
107.5, 681, 0, RS, III
107.5, 1276, 1, FS, IV
107.5, 1320, 1, RS, III
107.5, 1328, 1, RS, III
107.5, 1366, 1, RS, III
107.5, 1383, 1, RS, III
107.5, 1412, 1, RS, III
107.5, 1420, 1, RS, III
107.5, 1443, 1, RS, III
107.5, 1455, 1, RS, III
107.5, 1459, 1, RS, III
107.5, 1466, 1, RS, III
107.5, 1472, 1, RS, III
107.5, 1487, 1, FS, III
107.5, 1490, 1, FS, III
107.5, 1509, 1, FS, III
107.6, 1314, 1, RS, III
107.6, 1348, 1, RS, III
107.6, 1358, 1, RS, III
107.6, 1367, 1, RS, III
107.7, 447, 0, RS, IV
107.7, 1295, 1, LTS, IV
107.7, 1309, 1, RS, III
107.7, 1345, 1, RS, III
107.7, 1361, 1, RS, III
107.7, 1400, 1, RS, III
107.7, 1422, 1, RS, III
107.7, 1426, 1, RS, III
107.7, 1465, 1, RS, III
107.7, 1471, 1, RS, III
107.7, 1481, 1, FS, III
107.7, 1486, 1, FS, III
107.7, 2050, 2, FS, IV
107.8, 1351, 1, RS, III
107.8, 1368, 1, RS, III
107.8, 1369, 1, RS, III
107.8, 1377, 1, RS, III
107.8, 1394, 1, RS, III
107.8, 1406, 1, RS, III
107.8, 1421, 1, RS, III
107.8, 1424, 1, RS, III
107.8, 1441, 1, RS, III
107.8, 1446, 1, RS, III
107.8, 1454, 1, RS, III
107.8, 1473, 1, RS, III
107.8, 1960, 2, RS, IV
107.9, 1353, 1, RS, III
107.9, 1355, 1, RS, III
107.9, 1357, 1, RS, III
107.9, 1370, 1, RS, III
107.9, 1388, 1, RS, III
107.9, 1415, 1, RS, III
107.9, 1417, 1, RS, III
107.9, 1462, 1, RS, III
107.9, 1477, 1, RS, III
107.9, 1483, 1, FS, III
107.9, 1501, 1, FS, III
107.9, 1503, 1, FS, III
108, 1304, 1, LTS, IV
108, 1312, 1, RS, III
108, 1317, 1, RS, III
108, 1343, 1, RS, III
108, 1346, 1, RS, III
108, 1372, 1, RS, III
108, 1376, 1, RS, III
108, 1397, 1, RS, III
108, 1414, 1, RS, III
108, 1434, 1, RS, III
108, 1447, 1, RS, III
108, 1479, 1, FS, III
108, 1492, 1, FS, III
108, 1508, 1, FS, III
108, 2059, 2, LTS, IV
108.1, 1311, 1, RS, III
108.1, 1318, 1, RS, III
108.1, 1336, 1, RS, III
108.1, 1339, 1, RS, III
108.1, 1354, 1, RS, III
108.1, 1356, 1, RS, III
108.1, 1375, 1, RS, III
108.1, 1381, 1, RS, III
108.1, 1386, 1, RS, III
108.1, 1416, 1, RS, III
108.1, 1427, 1, RS, III
108.1, 1439, 1, RS, III
108.1, 1460, 1, RS, III
108.1, 1470, 1, RS, III
108.1, 1474, 1, RS, III
108.1, 1480, 1, FS, III
108.1, 1499, 1, FS, III
108.2, 1064, 1, RS, V
108.2, 1360, 1, RS, III
108.2, 1392, 1, RS, III
108.2, 1404, 1, RS, III
108.2, 1433, 1, RS, III
108.2, 1444, 1, RS, III
108.2, 1504, 1, FS, III
108.3, 1294, 1, LTS, IV
108.3, 1302, 1, LTS, IV
108.3, 1333, 1, RS, III
108.3, 1419, 1, RS, III
108.3, 1428, 1, RS, III
108.3, 1436, 1, RS, III
108.3, 1448, 1, RS, III
108.3, 1458, 1, RS, III
108.3, 1468, 1, RS, III
108.4, 1306, 1, LTS, IV
108.4, 1321, 1, RS, III
108.4, 1331, 1, RS, III
108.4, 1341, 1, RS, III
108.4, 1373, 1, RS, III
108.4, 1378, 1, RS, III
108.4, 1384, 1, RS, III
108.4, 1395, 1, RS, III
108.4, 1410, 1, RS, III
108.4, 1431, 1, RS, III
108.4, 1432, 1, RS, III
108.4, 1467, 1, RS, III
108.4, 1502, 1, FS, III
108.5, 1319, 1, RS, III
108.5, 1332, 1, RS, III
108.5, 1390, 1, RS, III
108.5, 1411, 1, RS, III
108.5, 1478, 1, RS, III
108.5, 1482, 1, FS, III
108.5, 1500, 1, FS, III
108.6, 490, 0, RS, IV
108.6, 1310, 1, RS, III
108.6, 1313, 1, RS, III
108.6, 1323, 1, RS, III
108.6, 1337, 1, RS, III
108.6, 1405, 1, RS, III
108.6, 1449, 1, RS, III
108.6, 1491, 1, FS, III
108.6, 2808, 3, FS, IV
108.7, 1307, 1, RS, III
108.7, 1324, 1, RS, III
108.7, 1340, 1, RS, III
108.7, 1347, 1, RS, III
108.7, 1364, 1, RS, III
108.7, 1365, 1, RS, III
108.7, 1374, 1, RS, III
108.7, 1402, 1, RS, III
108.7, 1429, 1, RS, III
108.7, 1440, 1, RS, III
108.7, 1489, 1, FS, III
108.7, 1506, 1, FS, III
108.7, 2811, 3, FS, IV
108.8, 1325, 1, RS, III
108.8, 1338, 1, RS, III
108.8, 1380, 1, RS, III
108.8, 1385, 1, RS, III
108.8, 1461, 1, RS, III
108.8, 1989, 2, RS, IV
108.9, 1329, 1, RS, III
108.9, 1335, 1, RS, III
108.9, 1344, 1, RS, III
108.9, 1350, 1, RS, III
108.9, 1379, 1, RS, III
108.9, 1399, 1, RS, III
108.9, 1413, 1, RS, III
108.9, 1464, 1, RS, III
108.9, 2802, 3, FS, IV
109, 1280, 1, FS, IV
109, 1445, 1, RS, III
109.1, 1278, 1, FS, IV
109.1, 1287, 1, FS, IV
109.1, 1316, 1, RS, III
109.1, 1398, 1, RS, III
109.1, 1403, 1, RS, III
109.1, 1451, 1, RS, III
109.1, 2002, 2, RS, IV
109.1, 2788, 3, FS, IV
109.2, 506, 0, FS, IV
109.2, 1268, 1, FS, IV
109.2, 1272, 1, FS, IV
109.2, 1450, 1, RS, III
109.3, 510, 0, FS, IV
109.3, 511, 0, FS, IV
109.3, 520, 0, FS, IV
109.3, 524, 0, FS, IV
109.3, 646, 0, RS, III
109.3, 1195, 1, RS, IV
109.3, 1266, 1, FS, IV
109.3, 1418, 1, RS, III
109.3, 2044, 2, FS, IV
109.3, 2792, 3, FS, IV
109.3, 2807, 3, FS, IV
109.4, 507, 0, FS, IV
109.4, 514, 0, FS, IV
109.4, 1207, 1, RS, IV
109.4, 1254, 1, RS, IV
109.4, 1279, 1, FS, IV
109.4, 1286, 1, FS, IV
109.4, 1389, 1, RS, III
109.4, 1437, 1, RS, III
109.4, 2032, 2, FS, IV
109.4, 2790, 3, FS, IV
109.4, 2798, 3, FS, IV
109.5, 505, 0, FS, IV
109.5, 509, 0, FS, IV
109.5, 1270, 1, FS, IV
109.5, 1282, 1, FS, IV
109.5, 1288, 1, FS, IV
109.5, 1322, 1, RS, III
109.5, 1494, 1, FS, III
109.5, 1987, 2, RS, IV
109.5, 2048, 2, FS, IV
109.5, 2789, 3, FS, IV
109.6, 518, 0, FS, IV
109.6, 519, 0, FS, IV
109.6, 521, 0, FS, IV
109.6, 525, 0, FS, IV
109.6, 526, 0, FS, IV
109.6, 1275, 1, FS, IV
109.6, 1277, 1, FS, IV
109.6, 1362, 1, RS, III
109.6, 1401, 1, RS, III
109.6, 1442, 1, RS, III
109.6, 1456, 1, RS, III
109.6, 2027, 2, FS, IV
109.6, 2034, 2, FS, IV
109.6, 2036, 2, FS, IV
109.6, 2037, 2, FS, IV
109.6, 2801, 3, FS, IV
109.7, 508, 0, FS, IV
109.7, 512, 0, FS, IV
109.7, 515, 0, FS, IV
109.7, 516, 0, FS, IV
109.7, 1194, 1, RS, IV
109.7, 1198, 1, RS, IV
109.7, 1202, 1, RS, IV
109.7, 1204, 1, RS, IV
109.7, 1205, 1, RS, IV
109.7, 1221, 1, RS, IV
109.7, 1236, 1, RS, IV
109.7, 1255, 1, RS, IV
109.7, 1267, 1, FS, IV
109.7, 1273, 1, FS, IV
109.7, 1281, 1, FS, IV
109.7, 1285, 1, FS, IV
109.7, 1289, 1, FS, IV
109.7, 2029, 2, FS, IV
109.7, 2030, 2, FS, IV
109.7, 2033, 2, FS, IV
109.7, 2039, 2, FS, IV
109.8, 513, 0, FS, IV
109.8, 517, 0, FS, IV
109.8, 523, 0, FS, IV
109.8, 528, 0, FS, IV
109.8, 1201, 1, RS, IV
109.8, 1274, 1, FS, IV
109.8, 1296, 1, LTS, IV
109.8, 1327, 1, RS, III
109.8, 1334, 1, RS, III
109.8, 2031, 2, FS, IV
109.8, 2041, 2, FS, IV
109.8, 2043, 2, FS, IV
109.8, 2045, 2, FS, IV
109.8, 2797, 3, FS, IV
109.9, 522, 0, FS, IV
109.9, 1203, 1, RS, IV
109.9, 1243, 1, RS, IV
109.9, 1249, 1, RS, IV
109.9, 1259, 1, RS, IV
109.9, 1260, 1, RS, IV
109.9, 1283, 1, FS, IV
109.9, 1284, 1, FS, IV
109.9, 1298, 1, LTS, IV
109.9, 2042, 2, FS, IV
109.9, 2800, 3, FS, IV
110, 527, 0, FS, IV
110, 600, 0, RS, III
110, 1196, 1, RS, IV
110, 1265, 1, RS, IV
110, 1271, 1, FS, IV
110, 1498, 1, FS, III
110, 2035, 2, FS, IV
110, 2040, 2, FS, IV
110, 2046, 2, FS, IV
110, 2047, 2, FS, IV
110, 2049, 2, FS, IV
110.1, 739, 0, FS, III
110.1, 1209, 1, RS, IV
110.1, 1214, 1, RS, IV
110.1, 1219, 1, RS, IV
110.1, 2028, 2, FS, IV
110.1, 2038, 2, FS, IV
110.2, 1248, 1, RS, IV
110.2, 1269, 1, FS, IV
110.2, 1393, 1, RS, III
110.2, 2799, 3, FS, IV
110.3, 1108, 1, RS, V
110.3, 1308, 1, RS, III
110.3, 2805, 3, FS, IV
110.3, 2810, 3, FS, IV
110.4, 539, 0, LTS, IV
110.4, 1276, 1, FS, IV
110.4, 1326, 1, RS, III
110.4, 1382, 1, RS, III
110.4, 2220, 2, RS, III
110.4, 2791, 3, FS, IV
110.5, 587, 0, RS, III
110.5, 746, 0, FS, III
110.5, 1224, 1, RS, IV
110.5, 1435, 1, RS, III
110.5, 2129, 2, RS, III
110.5, 2132, 2, RS, III
110.5, 2251, 2, FS, III
110.5, 2267, 2, FS, III
110.6, 548, 0, RS, III
110.6, 554, 0, RS, III
110.6, 639, 0, RS, III
110.6, 708, 0, RS, III
110.6, 719, 0, FS, III
110.6, 722, 0, FS, III
110.6, 1226, 1, RS, IV
110.6, 1510, 1, FS, III
110.6, 1511, 1, FS, III
110.6, 2262, 2, FS, III
110.6, 2794, 3, FS, IV
110.7, 577, 0, RS, III
110.7, 603, 0, RS, III
110.7, 733, 0, FS, III
110.7, 735, 0, FS, III
110.7, 1495, 1, FS, III
110.7, 2101, 2, RS, III
110.7, 2278, 2, LTS, III
110.7, 2806, 3, FS, IV
110.8, 546, 0, RS, III
110.8, 642, 0, RS, III
110.8, 721, 0, FS, III
110.8, 750, 0, FS, III
110.8, 1391, 1, RS, III
110.8, 2803, 3, FS, IV
110.8, 2804, 3, FS, IV
110.9, 718, 0, FS, III
110.9, 723, 0, FS, III
110.9, 732, 0, FS, III
110.9, 738, 0, FS, III
110.9, 1485, 1, FS, III
110.9, 1496, 1, FS, III
110.9, 2114, 2, RS, III
110.9, 2252, 2, FS, III
110.9, 2272, 2, FS, III
110.9, 3444, 4, LTS, V
111, 553, 0, RS, III
111, 581, 0, RS, III
111, 623, 0, RS, III
111, 630, 0, RS, III
111, 713, 0, RS, III
111, 2245, 2, FS, III
111, 2255, 2, FS, III
111.1, 541, 0, LTS, IV
111.1, 569, 0, RS, III
111.1, 674, 0, RS, III
111.1, 744, 0, FS, III
111.1, 747, 0, FS, III
111.1, 2270, 2, FS, III
111.1, 2795, 3, FS, IV
111.2, 536, 0, LTS, IV
111.2, 629, 0, RS, III
111.2, 1098, 1, RS, V
111.2, 2240, 2, FS, III
111.2, 2246, 2, FS, III
111.2, 2254, 2, FS, III
111.2, 2263, 2, FS, III
111.2, 2264, 2, FS, III
111.3, 596, 0, RS, III
111.3, 604, 0, RS, III
111.3, 707, 0, RS, III
111.3, 720, 0, FS, III
111.3, 730, 0, FS, III
111.3, 740, 0, FS, III
111.3, 1484, 1, FS, III
111.3, 2268, 2, FS, III
111.4, 570, 0, RS, III
111.4, 729, 0, FS, III
111.4, 743, 0, FS, III
111.4, 749, 0, FS, III
111.4, 1089, 1, RS, V
111.4, 1487, 1, FS, III
111.4, 1500, 1, FS, III
111.4, 1505, 1, FS, III
111.4, 2256, 2, FS, III
111.4, 2260, 2, FS, III
111.4, 2793, 3, FS, IV
111.5, 551, 0, RS, III
111.5, 588, 0, RS, III
111.5, 697, 0, RS, III
111.5, 725, 0, FS, III
111.5, 727, 0, FS, III
111.5, 734, 0, FS, III
111.5, 1049, 1, RS, V
111.5, 1084, 1, RS, V
111.5, 1186, 1, IB, V
111.5, 2269, 2, FS, III
111.6, 580, 0, RS, III
111.6, 615, 0, RS, III
111.6, 655, 0, RS, III
111.6, 664, 0, RS, III
111.6, 678, 0, RS, III
111.6, 731, 0, FS, III
111.6, 1051, 1, RS, V
111.6, 1079, 1, RS, V
111.6, 1088, 1, RS, V
111.6, 1092, 1, RS, V
111.6, 1099, 1, RS, V
111.6, 1170, 1, IB, V
111.6, 1506, 1, FS, III
111.6, 2238, 2, RS, III
111.6, 2247, 2, FS, III
111.6, 2249, 2, FS, III
111.6, 2259, 2, FS, III
111.7, 549, 0, RS, III
111.7, 717, 0, RS, III
111.7, 1034, 1, RS, V
111.7, 1037, 1, RS, V
111.7, 1038, 1, RS, V
111.7, 1056, 1, RS, V
111.7, 1073, 1, RS, V
111.7, 1167, 1, IB, V
111.7, 1178, 1, IB, V
111.7, 1182, 1, IB, V
111.7, 1488, 1, FS, III
111.7, 1490, 1, FS, III
111.7, 2170, 2, RS, III
111.7, 2242, 2, FS, III
111.8, 701, 0, RS, III
111.8, 1045, 1, RS, V
111.8, 1070, 1, RS, V
111.8, 1071, 1, RS, V
111.8, 1109, 1, RS, V
111.8, 1180, 1, IB, V
111.8, 1189, 1, IB, V
111.8, 2154, 2, RS, III
111.8, 2261, 2, FS, III
111.9, 611, 0, RS, III
111.9, 620, 0, RS, III
111.9, 638, 0, RS, III
111.9, 653, 0, RS, III
111.9, 728, 0, FS, III
111.9, 745, 0, FS, III
111.9, 1068, 1, RS, V
111.9, 1075, 1, RS, V
111.9, 1177, 1, IB, V
111.9, 1179, 1, IB, V
111.9, 1183, 1, IB, V
111.9, 1408, 1, RS, III
111.9, 1492, 1, FS, III
111.9, 1493, 1, FS, III
111.9, 2121, 2, RS, III
111.9, 2224, 2, RS, III
111.9, 2248, 2, FS, III
111.9, 2265, 2, FS, III
111.9, 2266, 2, FS, III
111.9, 2802, 3, FS, IV
112, 530, 0, LTS, IV
112, 552, 0, RS, III
112, 591, 0, RS, III
112, 606, 0, RS, III
112, 1036, 1, RS, V
112, 1081, 1, RS, V
112, 1095, 1, RS, V
112, 1168, 1, IB, V
112, 2108, 2, RS, III
112, 2113, 2, RS, III
112, 2164, 2, RS, III
112, 2204, 2, RS, III
112, 2244, 2, FS, III
112, 2250, 2, FS, III
112, 2257, 2, FS, III
112, 2271, 2, FS, III
112, 2672, 3, LTS, V
112.1, 593, 0, RS, III
112.1, 618, 0, RS, III
112.1, 742, 0, FS, III
112.1, 1046, 1, RS, V
112.1, 1052, 1, RS, V
112.1, 1053, 1, RS, V
112.1, 1055, 1, RS, V
112.1, 1066, 1, RS, V
112.1, 1074, 1, RS, V
112.1, 1105, 1, RS, V
112.1, 1107, 1, RS, V
112.1, 1175, 1, IB, V
112.1, 1181, 1, IB, V
112.1, 1187, 1, IB, V
112.1, 1501, 1, FS, III
112.1, 2075, 2, RS, III
112.1, 2159, 2, RS, III
112.1, 2241, 2, FS, III
112.2, 511, 0, FS, IV
112.2, 556, 0, RS, III
112.2, 566, 0, RS, III
112.2, 676, 0, RS, III
112.2, 724, 0, FS, III
112.2, 726, 0, FS, III
112.2, 1040, 1, RS, V
112.2, 1054, 1, RS, V
112.2, 1057, 1, RS, V
112.2, 1069, 1, RS, V
112.2, 1072, 1, RS, V
112.2, 1090, 1, RS, V
112.2, 1173, 1, IB, V
112.2, 1509, 1, FS, III
112.2, 2258, 2, FS, III
112.3, 614, 0, RS, III
112.3, 1047, 1, RS, V
